Air Pressure (Hecta pascals),Air temp (deg celcius),Humidity (%),maximum Wind speed (km/h),water pressure (decibar),water temp (deg celcius)
1011.1,24.9,79.5,38.88,5.583,28.5575
1011,25,78.7,39.6,5.523,28.5687
1011,25.1,77.8,42.12,5.489,28.5827
1010.9,25.1,76.2,41.4,5.469,28.5827
1010.8,25.1,76.8,44.28,5.414,28.582
1010.7,25.1,75.6,45.72,5.357,28.6029
1010.4,25.1,75.6,45.72,5.325,28.6072
1010.6,25,75,42.12,5.286,28.6129
1010.7,25.1,77,39.24,5.242,28.6165
1010.7,25,76,38.52,5.202,28.6183
1010.6,24.9,75.6,37.8,5.179,28.627
1010.6,25,77.3,37.44,5.139,28.6269
1010.7,24.9,78.4,37.44,5.087,28.6288
1010.7,24.9,77.4,35.64,5.051,28.6315
1010.8,24.8,77.5,34.2,5.002,28.6432
1010.7,24.9,78.3,33.12,4.978,28.6486
1010.7,24.7,77.6,33.12,4.936,28.649
1010.7,24.8,77.3,34.92,4.909,28.6423
1010.7,24.8,78.8,32.76,4.899,28.6443
1010.7,24.8,77.6,30.96,4.848,28.6439
1010.8,24.8,79,29.16,4.799,28.6423
1010.7,24.7,77.7,27.36,4.782,28.6284
1010.7,24.8,77.4,27.72,4.75,28.6264
1010.7,24.7,78.4,30.24,4.725,28.628
1010.8,24.7,78.8,28.44,4.712,28.6423
1010.8,24.6,77.5,25.92,4.66,28.6423
1010.9,24.6,79.4,27.36,4.636,28.629
1010.9,24.6,78.7,27.72,4.619,28.6417
1011,24.5,78.7,25.92,4.634,28.6457
1011.1,24.5,79.5,24.84,4.626,28.6559
1011,24.5,77.9,25.56,4.596,28.6612
1011.1,24.6,77.9,25.92,4.598,28.655
1011.1,24.5,78.3,25.2,4.585,28.656
1011.1,24.5,79.2,26.28,4.561,28.6545
1011.1,24.6,78.2,27,4.564,28.6525
1011.1,24.6,78,24.84,4.547,28.6536
1011.1,24.5,78.1,26.64,4.553,28.6583
1011.2,24.6,79,24.48,4.559,28.6415
1011.3,24.6,79.3,27.36,4.556,28.6346
1011.4,24.5,76.8,28.08,4.565,28.6403
1011.5,24.7,76.7,26.64,4.572,28.6241
1011.6,24.6,77.1,24.12,4.603,28.6188
1011.6,24.5,77.8,24.48,4.627,28.6172
1011.7,24.6,78.8,25.56,4.658,28.6081
1011.8,24.6,77.5,27.36,4.712,28.6092
1011.9,24.8,78.5,28.08,4.73,28.6096
1012,24.7,78,26.28,4.768,28.6135
1012.1,24.7,77.9,29.52,4.817,28.6183
1012.2,24.8,78.5,28.08,4.849,28.6246
1012.2,24.8,77.8,28.8,4.906,28.6276
1012.2,24.8,77.6,29.52,4.955,28.6275
1012.2,25,77.4,29.16,5.02,28.6246
1012.2,25.1,77.1,29.52,5.052,28.6163
1012.1,25.2,76.5,33.84,5.083,28.6132
1012.1,25.2,77.1,30.24,5.153,28.6118
1012.1,25.3,76.9,30.96,5.192,28.61
1012,25.4,72.7,35.64,5.249,28.6075
1011.9,25.4,71.5,37.08,5.283,28.6041
1012,25.5,73.9,35.28,5.331,28.6038
1011.8,25.5,73.6,35.64,5.358,28.5981
1011.8,25.6,70,34.56,5.424,28.589
1011.8,25.7,70.9,39.24,5.459,28.5815
1011.8,25.8,72.1,41.04,5.507,28.5875
1011.7,25.8,69.1,39.96,5.551,28.5834
1011.6,25.9,70.4,37.8,5.604,28.5757
1011.5,25.9,71.5,36.72,5.643,28.5529
1011.4,25.9,71,37.08,5.682,28.5048
1011.3,25.9,70.4,38.88,5.727,28.4772
1011.1,25.9,71.8,35.64,5.782,28.4601
1011,25.8,70.8,37.8,5.833,28.4119
1010.8,25.8,70.1,38.52,5.883,28.399
1010.7,25.8,71.7,38.88,5.917,28.3417
1010.6,25.8,73.1,38.88,5.95,28.294
1010.4,26,71.3,38.16,6.02,28.307
1010.2,25.8,73.8,38.52,6.024,28.3253
1010.1,25.7,73.3,39.6,6.065,28.2374
1010,25.6,75.1,39.96,6.102,28.164
1009.9,25.5,75.6,39.96,6.156,28.1401
1009.8,25.6,74,39.6,6.204,28.1364
1009.6,25.6,73.9,39.24,6.239,28.164
1009.5,25.6,73.1,40.68,6.263,28.1626
1009.4,25.5,72.5,39.96,6.305,28.0791
1009.3,25.5,72.9,41.4,6.324,27.994
1009.2,25.5,73,39.6,6.381,27.9386
1009.1,25.6,72.1,38.52,6.405,27.9401
1009,25.7,74,39.24,6.442,27.9606
1008.9,25.6,72.4,38.88,6.475,27.9734
1008.9,25.8,74.2,35.64,6.519,28.0108
1008.8,25.5,73.5,38.88,6.529,28.0318
1008.8,25.6,72.2,39.24,6.568,28.0638
1008.7,25.6,73.8,39.6,6.597,28.101
1008.7,25.6,72.5,40.32,6.643,28.136
1008.8,25.7,74,40.68,6.651,28.161
1008.9,25.6,74.5,37.44,6.675,28.1784
1008.8,25.5,74.2,38.88,6.686,28.2005
1008.7,25.5,75.7,40.32,6.712,28.2089
1008.9,25.5,74.6,39.24,6.748,28.2131
1009,25.5,73.3,39.24,6.763,28.2252
1009.1,25.4,73.1,39.6,6.768,28.2392
1009.1,25.4,73.7,38.88,6.769,28.2513
1009.2,25.4,73.2,39.6,6.767,28.2801
1009.3,25.5,74.1,36.72,6.797,28.287
1009.4,25.4,73.9,38.16,6.796,28.2962
1009.4,25.4,73.5,38.88,6.815,28.3027
1009.4,25.4,75.2,40.68,6.813,28.3169
1009.6,25.3,75.1,38.52,6.787,28.3272
1009.7,25.2,75.7,37.08,6.825,28.3279
1009.8,25.1,76.8,36.72,6.796,28.3286
1010,25.2,75.5,36,6.812,28.3313
1010.1,25.2,77.8,34.56,6.801,28.3356
1010.3,25.1,76.1,36,6.795,28.3375
1010.3,25.3,76.5,34.92,6.79,28.3284
1010.5,25.1,76.5,36.36,6.774,28.3252
1010.6,25.1,75.8,35.64,6.765,28.328
1010.6,25.1,76.9,36.36,6.745,28.326
1010.7,25.1,75.8,36,6.765,28.3264
1010.8,25,75.9,36.36,6.692,28.3035
1011,25,76.5,35.28,6.687,28.3004
1011.1,25,75.9,30.6,6.676,28.285
1011.2,24.9,76.2,31.68,6.651,28.274
1011.3,25,76.3,32.76,6.604,28.2737
1011.3,24.9,77.2,30.6,6.61,28.2632
1011.5,25,76.9,29.88,6.559,28.2601
1011.5,24.9,76.7,28.8,6.548,28.2628
1011.5,24.9,76.7,28.8,6.507,28.2459
1011.6,25.1,78.6,29.88,6.475,28.219
1011.5,24.9,77.1,30.24,6.445,28.2089
1011.5,24.9,78.4,28.08,6.394,28.1981
1011.4,24.9,76.9,27.72,6.367,28.1916
1011.5,24.9,76.6,28.44,6.324,28.1943
1011.6,25,76.5,30.6,6.29,28.2018
1011.6,25,76.4,32.4,6.311,28.2117
1011.6,25,77.1,30.96,6.279,28.233
1011.7,25,76.9,30.96,6.224,28.2385
1011.7,24.9,77.3,28.44,6.212,28.2314
1011.6,24.9,76.2,30.6,6.16,28.2154
1011.5,24.9,77.5,32.04,6.136,28.2186
1011.5,24.8,78.1,28.44,6.123,28.2211
1011.6,24.6,78,28.08,6.109,28.2249
1011.6,24.6,78.7,27,6.083,28.2462
1011.5,24.5,78.4,26.64,6.055,28.2882
1011.5,24.4,79.3,26.28,6.027,28.3013
1011.5,24.4,79.3,22.68,5.994,28.3251
1011.4,24.3,78.9,26.64,5.984,28.3407
1011.3,24.4,79.3,27,5.941,28.3489
1011.3,24.3,78.9,27.36,5.929,28.3541
1011.3,24.3,79.3,25.2,5.902,28.3618
1011.3,24.5,79.7,23.76,5.87,28.3671
1011.2,24.4,79.9,24.12,5.868,28.3654
1011.1,24.4,79.9,21.96,5.832,28.3633
1011.1,24.4,80,24.12,5.823,28.3582
1011,24.4,79.6,22.68,5.802,28.3552
1011,24.5,79.6,23.76,5.777,28.3525
1011.1,24.4,80.2,22.68,5.753,28.3504
1011,24.5,79.2,22.68,5.758,28.3456
1010.9,24.5,78.3,22.32,5.74,28.3423
1010.8,24.5,78.8,25.92,5.704,28.3355
1010.7,24.7,78.5,27.36,5.666,28.3275
1010.6,24.6,79.2,27.36,5.646,28.3251
1010.5,24.6,78.3,29.88,5.628,28.3211
1010.4,24.5,79.2,30.96,5.598,28.3157
1010.4,24.6,78.3,28.44,5.577,28.3124
1010.4,24.5,77.5,30.96,5.538,28.3093
1010.4,24.4,77.4,28.08,5.523,28.3063
1010.4,24.5,78.4,29.88,5.505,28.3029
1010.3,24.4,78.6,28.44,5.496,28.3012
1010.3,24.5,78.8,29.52,5.463,28.2975
1010.3,24.5,77,31.68,5.457,28.2952
1010.3,24.5,78.4,33.48,5.409,28.2937
1010.4,24.5,79.3,32.76,5.395,28.292
1010.4,24.6,77.9,33.48,5.392,28.2912
1010.5,24.5,78.6,33.12,5.365,28.2914
1010.6,24.5,77.3,33.12,5.346,28.2903
1010.8,24.6,76.7,35.28,5.349,28.2927
1010.9,24.6,78.1,32.4,5.329,28.2916
1010.9,24.5,77.2,29.52,5.302,28.293
1011,24.5,78.1,28.08,5.303,28.2912
1010.9,24.4,76.6,30.96,5.314,28.2893
1011,24.5,76.8,30.96,5.322,28.2872
1011.1,24.5,76.4,33.12,5.325,28.2851
1011.1,24.4,77.5,33.48,5.335,28.2848
1011.1,24.5,76.8,33.84,5.346,28.2822
1011.1,24.5,78.6,33.84,5.356,28.2755
1011.1,24.4,78.9,33.12,5.35,28.2763
1011.2,24.4,76.9,34.2,5.386,28.2693
1011.2,24.6,78.6,35.64,5.412,28.2572
1011.3,24.6,77.9,36,5.445,28.2565
1011.4,24.4,75.7,38.16,5.494,28.247
1011.6,24.4,75.3,36.36,5.508,28.2236
1011.7,24.6,74.8,34.92,5.572,28.2259
1011.8,24.5,75.6,33.48,5.647,28.2245
1012,24.7,76.6,31.32,5.666,28.224
1012.1,24.4,75.4,32.4,5.715,28.2266
1012.2,24.5,75.6,30.6,5.771,28.219
1012.2,24.5,74.9,29.88,5.827,28.2209
1012.2,24.6,75.3,29.88,5.871,28.2247
1012.2,24.6,74.2,26.28,5.945,28.1971
1012.2,24.6,74,24.12,5.984,28.0775
1012.2,24.9,73.3,23.04,6.021,28.0535
1012.2,24.9,74.1,23.76,6.084,28.0442
1012.2,25.1,74.1,23.04,6.165,28.0432
1012.1,25,72,26.28,6.21,28.0219
1012,25.2,72.2,28.08,6.262,27.9663
1011.8,25.2,72.3,27,6.32,27.8395
1011.8,25.2,71.2,27.72,6.344,27.7932
1011.8,25.3,72.6,28.44,6.422,27.659
1011.7,25.2,72.5,30.24,6.432,27.513
1011.6,25.1,71.3,31.68,6.476,27.3668
1011.5,25.2,72.7,29.52,6.569,27.3354
1011.3,25.2,71.8,30.6,6.562,27.3509
1011.1,25.2,72.9,30.24,6.627,27.3858
1011,25.2,73.4,33.48,6.668,27.4762
1010.9,25.1,72.3,33.84,6.681,27.5493
1011,25.2,72.3,33.48,6.746,27.6368
1010.7,25.1,72.4,32.76,6.792,27.7458
1010.5,25.2,72.5,35.28,6.835,27.8154
1010.4,25.1,73.1,34.56,6.874,27.8513
1010.4,25.2,73.9,33.84,6.899,27.898
1010.3,25.2,73,33.12,6.937,27.9331
1010.3,25.1,71.5,33.84,6.942,27.9246
1010.2,25.1,72.3,34.2,6.969,27.9492
1010.2,25.3,73.7,33.84,7.046,27.9668
1009.9,25.1,71.1,34.92,7.065,27.9958
1009.9,25.2,71.8,34.92,7.037,28.0183
1009.7,25.2,70.2,34.92,7.115,28.0259
1009.8,25.3,71.4,34.92,7.14,28.0444
1009.8,25.3,70.1,35.28,7.193,28.0759
1009.7,25.3,70.3,37.44,7.225,28.1003
1009.7,25.3,71.5,36,7.21,28.1225
1009.7,25.2,71,37.08,7.327,28.1373
1009.7,25.1,70.3,37.08,7.308,28.1381
1009.7,25.3,68.9,37.08,7.307,28.142
1009.5,25.2,68.8,37.08,7.341,28.1577
1009.5,25.2,70.5,37.08,7.404,28.1705
1009.5,25.2,70.7,36.36,7.354,28.1816
1009.4,25.1,70.5,35.28,7.421,28.1831
1009.3,25.2,69.7,34.92,7.421,28.2002
1009.5,25.1,69.2,33.48,7.458,28.2043
1009.5,25.2,69.9,33.12,7.464,28.2278
1009.4,25.2,68.8,36.72,7.555,28.2435
1009.7,25.4,71.8,34.56,7.544,28.2835
1009.8,25.2,70,36.72,7.518,28.2964
1009.9,25.3,69,36,7.557,28.3061
1010,25.2,70.1,35.28,7.502,28.3149
1010.2,25.2,69.7,34.2,7.531,28.319
1010.3,25.2,69.7,33.84,7.542,28.3246
1010.4,25.1,68.5,34.2,7.552,28.3291
1010.5,25.2,70.1,34.56,7.546,28.3332
1010.7,25,68.4,34.2,7.516,28.3471
1010.8,25,69.1,34.92,7.491,28.3465
1010.9,25,70.1,33.12,7.497,28.3484
1011.1,25,70.8,33.12,7.489,28.3531
1011.2,24.9,69.9,33.48,7.432,28.3579
1011.2,24.9,70.6,32.76,7.432,28.361
1011.4,24.8,70.9,34.56,7.379,28.3694
1011.6,24.7,70.6,33.84,7.38,28.3781
1011.7,24.8,71,32.76,7.38,28.3847
1012,24.8,71.2,32.4,7.337,28.3946
1012.1,24.7,70.8,32.04,7.289,28.4038
1012.1,24.8,71.4,29.88,7.246,28.4091
1012.2,24.7,70.6,29.16,7.225,28.4154
1012.4,24.6,70.9,29.88,7.153,28.4244
1012.5,24.6,71.3,31.32,7.146,28.4288
1012.7,24.6,70.7,31.32,7.1,28.4261
1012.8,24.6,72.1,30.24,7.041,28.4295
1012.8,24.5,70.6,28.8,7.014,28.4273
1012.8,24.6,72.6,27.36,6.947,28.4243
1012.9,24.6,72.2,29.52,6.899,28.4119
1013,24.6,71.7,28.8,6.887,28.4056
1013.1,24.5,72.6,25.92,6.839,28.3657
1013,24.5,72,26.28,6.738,28.3524
1013.1,24.6,71.2,30.24,6.682,28.3476
1013.1,24.7,72.5,33.12,6.633,28.3518
1013.1,24.7,69.9,36.36,6.608,28.3578
1013.1,24.7,72.2,34.2,6.583,28.3624
1013.1,24.7,71.1,32.76,6.484,28.3703
1013.1,24.6,72.2,30.6,6.455,28.3785
1013.1,24.6,69.4,30.6,6.392,28.3835
1013.1,24.6,71.6,33.84,6.344,28.3921
1013.1,24.7,72.1,30.96,6.316,28.4018
1013.1,24.7,71.2,34.56,6.253,28.4113
1013,24.6,71.4,33.84,6.205,28.4168
1012.9,24.6,73.1,34.2,6.153,28.423
1012.8,24.6,71.1,37.8,6.088,28.4307
1012.8,24.5,69.2,34.92,6.058,28.4365
1012.8,24.6,70.6,33.84,6.013,28.439
1012.7,24.7,71.5,32.04,5.954,28.4413
1012.7,24.7,71.5,36.72,5.926,28.4546
1012.5,24.8,69.6,38.16,5.892,28.4578
1012.4,24.6,71.1,37.8,5.869,28.4628
1012.2,24.5,71.5,38.52,5.815,28.4673
1012.1,24.5,71,37.44,5.787,28.4774
1012.2,24.5,70.3,40.32,5.737,28.4819
1012.1,24.6,70.5,38.52,5.689,28.4902
1012,24.5,70.5,37.8,5.687,28.496
1012,24.5,69.8,37.44,5.618,28.5042
1011.8,24.6,70.7,40.68,5.593,28.5086
1011.6,24.4,70.5,38.52,5.547,28.5096
1011.5,24.4,69.6,37.44,5.523,28.5061
1011.4,24.3,69.4,41.76,5.496,28.5116
1011.4,24.4,70.8,38.88,5.44,28.5232
1011.3,24.4,70,39.24,5.407,28.5313
1011.2,24.4,70.5,38.88,5.378,28.5386
1011.2,24.4,71.1,41.04,5.328,28.5304
1011.2,24.4,71.3,39.96,5.318,28.5329
1011.2,24.3,70.2,37.8,5.274,28.5331
1011.3,24.3,68.8,34.92,5.241,28.5338
1011.2,24.3,70.2,33.48,5.215,28.5343
1011.3,24.2,71.2,35.28,5.166,28.5346
1011.3,24,70.4,32.04,5.145,28.5366
1011.3,24,71.5,32.04,5.107,28.551
1011.5,24,69.6,31.68,5.071,28.5511
1011.6,24,70.9,31.32,5.026,28.5652
1011.7,23.9,69.3,32.04,4.999,28.5753
1011.7,24,70.1,32.4,4.965,28.6068
1011.9,24,70.4,32.76,4.929,28.5982
1011.9,24,70.6,30.96,4.91,28.5875
1011.9,24,71.9,30.6,4.89,28.5786
1012.1,24.1,71.2,30.96,4.857,28.5718
1012.2,24,71.7,31.68,4.824,28.5544
1012.3,24,71.3,32.04,4.812,28.5465
1012.4,24.1,70.1,34.56,4.796,28.5396
1012.5,24,71.5,34.56,4.758,28.5296
1012.6,24,70.8,34.2,4.761,28.5272
1012.8,24,70.7,34.2,4.721,28.518
1013,24,70,33.12,4.725,28.515
1013.1,24,68.8,34.2,4.691,28.511
1013.2,24.2,69.3,33.48,4.692,28.5103
1013.3,24.1,69.2,30.96,4.685,28.5053
1013.3,24.2,68.4,32.04,4.677,28.5038
1013.5,24.3,70.7,30.6,4.674,28.4974
1013.8,24.2,67.9,31.68,4.669,28.492
1013.8,24.2,68.3,33.84,4.68,28.4849
1014,24.3,69.1,34.2,4.701,28.4768
1014.2,24.3,67.9,31.68,4.688,28.4743
1014.3,24.4,68.8,31.32,4.69,28.4665
1014.5,24.4,67.9,35.64,4.72,28.464
1014.5,24.4,70.2,34.92,4.751,28.4635
1014.7,24.4,67.7,32.76,4.789,28.4625
1014.6,24.4,67.5,31.68,4.82,28.4565
1014.6,24.5,69.7,30.6,4.874,28.4529
1014.6,24.6,67.3,33.12,4.915,28.4472
1014.7,24.7,67.3,33.48,4.97,28.4448
1014.7,25,67.1,37.8,5.018,28.4489
1014.9,25,65.7,42.12,5.06,28.4522
1014.8,25.1,67.9,40.32,5.133,28.4624
1014.8,25.1,67.3,40.68,5.194,28.4673
1014.7,25,64,40.32,5.239,28.4703
1014.7,25.1,66.2,42.48,5.282,28.472
1014.6,25.1,65.3,40.68,5.343,28.4703
1014.6,25.1,66.2,41.04,5.391,28.4642
1014.5,25,65.9,38.52,5.44,28.4597
1014.4,25.1,65.1,39.96,5.468,28.4568
1014.3,25,65.5,40.32,5.51,28.4505
1014.1,25,64.8,38.88,5.564,28.4489
1014,25.2,65.3,38.88,5.618,28.4431
1013.7,25.1,63.6,39.6,5.644,28.4366
1013.6,25.2,64.4,39.24,5.695,28.4233
1013.4,25.1,61.3,41.4,5.755,28.4186
1013.3,25.1,66.4,39.24,5.773,28.3748
1013.2,25.2,62.9,41.04,5.806,28.3655
1013,25.1,61.9,41.04,5.825,28.3502
1013,25.2,62.9,41.4,5.903,28.3238
1012.7,25,66.1,41.04,5.932,28.3394
1012.6,25,62.7,40.68,5.972,28.3406
1012.6,25.1,66.7,41.4,6.029,28.3293
1012.5,25.1,66.9,39.24,6.06,28.3165
1012.4,25,63.9,41.04,6.095,28.284
1012.1,25.1,64.3,39.24,6.14,28.2621
1012,25.2,67,38.88,6.162,28.1448
1012,25,63.3,39.24,6.199,28.0762
1011.9,25.1,64.6,38.52,6.269,28.0769
1011.9,25.2,65.1,37.8,6.287,28.0919
1011.8,25.1,65.4,39.24,6.347,28.105
1011.7,25.2,68.1,39.24,6.387,28.0741
1011.7,25.2,65.9,37.8,6.423,28.0617
1011.8,25.3,64.6,38.16,6.466,28.0485
1011.9,25.2,63.3,37.8,6.515,27.9437
1011.9,25.2,61.5,38.16,6.516,27.9413
1011.9,25.3,65.4,39.24,6.579,27.9235
1012,25.4,65.7,41.04,6.602,27.8932
1012,25.2,64.7,36.72,6.628,27.8726
1012,25.2,65.9,37.44,6.656,27.8975
1012,25.2,64.2,40.68,6.691,27.9185
1011.9,25.2,64.5,40.68,6.727,27.9581
1012.1,25.1,64.7,39.6,6.759,28.0106
1012.2,25.2,65.4,41.4,6.803,28.0655
1012.3,25.1,64.6,42.12,6.796,28.0688
1012.4,25.2,65.4,41.04,6.819,28.0839
1012.4,25.1,65.8,41.76,6.845,28.1021
1012.6,25,66.9,42.84,6.86,28.1165
1012.6,25,67,42.84,6.867,28.1234
1012.8,25,65.3,39.6,6.896,28.1272
1012.8,25,68.6,39.96,6.901,28.1362
1013,25,67.3,36.72,6.926,28.1592
1013.2,24.9,65.5,41.04,6.927,28.212
1013.4,24.9,65.9,37.44,6.913,28.2289
1013.5,24.9,68.1,40.32,6.927,28.2277
1013.6,24.9,66.8,37.08,6.955,28.2269
1013.6,24.9,65.8,37.8,6.951,28.2378
1013.7,24.8,66.4,35.28,6.945,28.2413
1013.8,24.8,66.9,38.16,6.936,28.2442
1013.9,24.8,65.9,35.64,6.936,28.2465
1014.1,24.9,65.6,34.56,6.916,28.2451
1014.2,24.9,67.5,35.28,6.927,28.2444
1014.3,24.8,65,37.44,6.884,28.249
1014.5,24.8,65.1,34.56,6.906,28.2535
1014.5,24.8,64.3,34.56,6.853,28.2544
1014.6,24.9,66.3,37.08,6.851,28.2464
1014.6,24.8,67.2,36.72,6.836,28.2288
1014.7,24.8,66.9,34.56,6.833,28.2311
1014.7,24.8,65.6,38.52,6.797,28.2371
1014.7,24.8,67.4,34.92,6.761,28.2438
1014.7,24.7,66.8,34.56,6.753,28.2434
1014.6,24.8,66.9,36.72,6.721,28.2419
1014.7,24.9,67.3,36,6.681,28.2392
1014.8,24.8,67.7,36.36,6.644,28.2315
1014.6,24.8,67.4,38.52,6.611,28.2211
1014.5,24.9,67.7,35.28,6.608,28.2039
1014.4,24.8,65.3,39.6,6.544,28.2013
1014.4,24.8,67.4,38.88,6.531,28.2046
1014.5,24.8,67.4,32.76,6.481,28.1962
1014.5,24.6,67.4,33.84,6.458,28.1801
1014.4,24.7,66.6,34.92,6.431,28.1685
1014.3,24.7,67.4,34.2,6.364,28.1587
1014.2,24.7,67.4,36.72,6.342,28.1457
1014.2,24.6,67.4,34.92,6.305,28.1356
1014,24.6,67.7,34.2,6.273,28.1701
1013.8,24.6,67.6,33.48,6.25,28.2142
1013.9,24.6,67.4,33.12,6.205,28.2269
1013.8,24.6,67.7,34.56,6.166,28.24
1013.8,24.5,67.1,35.28,6.138,28.24
1013.7,24.6,65.5,34.2,6.104,28.2413
1013.7,24.4,69,31.68,6.091,28.2431
1013.7,24.4,68.5,27.72,6.059,28.2413
1013.5,24.2,70.7,27,6.054,28.2454
1013.3,24.2,70.5,26.64,6.014,28.2452
1013.2,24.3,69.3,28.44,5.987,28.2517
1013.2,24.4,68.6,30.96,5.967,28.2538
1013.1,24.4,69.1,36.36,5.94,28.2574
1013.1,24.4,69.7,36.36,5.921,28.2598
1013.1,24.5,69,34.2,5.906,28.2605
1013.1,24.3,70.6,31.68,5.868,28.2607
1013.1,24.2,71,27.72,5.852,28.259
1013,24.1,70.7,27,5.852,28.2522
1012.9,24.2,70.5,27,5.838,28.2542
1012.8,24.3,73.5,25.2,5.812,28.2527
1012.7,24.2,70.9,25.2,5.781,28.2514
1012.7,24,71.5,24.12,5.769,28.2504
1012.7,24.1,72.2,27.36,5.739,28.2458
1012.6,24.1,70.1,26.64,5.721,28.246
1012.6,24.3,71.2,26.28,5.697,28.2431
1012.6,24.3,70,27,5.686,28.2378
1012.7,24.3,68.5,27.36,5.659,28.2232
1012.8,24.3,69.5,27.72,5.623,28.2178
1012.8,24.1,71.7,28.8,5.619,28.2097
1012.9,24,70.8,24.84,5.618,28.2044
1013,24.1,71.7,24.84,5.566,28.1994
1013.1,24,70.6,26.64,5.553,28.1921
1013.1,24,71.6,27.36,5.521,28.1896
1013,24.1,73.3,26.64,5.497,28.1863
1013,24.1,74.2,27.72,5.46,28.182
1013,24.1,73.2,26.64,5.45,28.1768
1013.1,24.1,73.6,25.2,5.432,28.1785
1013.1,24,71.6,25.56,5.414,28.1796
1013.1,24.1,72.8,25.2,5.409,28.1794
1013.2,24.1,72.5,27.36,5.381,28.175
1013.3,24.1,74,26.64,5.354,28.1738
1013.5,24.2,71.6,27.72,5.339,28.1714
1013.6,24.3,72.6,29.16,5.353,28.1707
1013.7,24.2,71.9,29.88,5.318,28.1754
1013.7,24.3,72.9,29.16,5.323,28.1779
1013.8,24.4,73.8,30.24,5.301,28.1817
1013.8,24.2,73.4,28.08,5.283,28.1813
1013.8,24.3,74,28.08,5.302,28.1796
1013.9,24.5,72.1,28.08,5.318,28.1785
1014,24.4,73.5,27,5.328,28.176
1014.1,24.4,71.8,29.16,5.342,28.1727
1014.2,24.3,73.7,28.8,5.355,28.1654
1014.2,24.3,75.6,28.44,5.357,28.1673
1014.3,24.4,74.2,29.16,5.387,28.1676
1014.2,24.4,74.8,29.16,5.446,28.1576
1014.2,24.4,74.7,30.6,5.431,28.1598
1014.2,24.5,74.6,27.36,5.493,28.1348
1014.2,24.6,73.6,28.8,5.541,28.1119
1014.1,24.8,75.4,32.4,5.564,28.105
1014.1,25,72.9,36.36,5.619,28.1014
1014,25,71.9,41.4,5.685,28.1131
1014,25.1,71.7,38.88,5.716,28.1195
1013.9,25,69.5,37.44,5.774,28.1172
1013.9,25.1,68.9,37.08,5.835,28.1234
1013.8,25.1,70.5,37.44,5.889,28.1216
1013.7,25.2,71.8,36.36,5.946,28.1099
1013.7,25.2,71.6,35.28,5.998,28.0392
1013.6,25.2,71.5,35.28,6.055,27.9598
1013.6,25.3,69.5,38.16,6.114,27.9213
1013.5,25.2,70.2,36,6.162,27.9149
1013.4,25.2,70.2,36,6.228,27.8997
1013.3,25.3,69.9,40.68,6.274,27.8722
1013.2,25.2,70.4,38.88,6.308,27.8609
1013.2,25.2,71.1,39.24,6.378,27.85
1013.1,25.2,70.9,38.88,6.404,27.7757
1013,25.1,70.3,39.6,6.451,27.7157
1012.9,25.1,71.1,39.6,6.492,27.442
1012.8,25.2,70.7,40.32,6.558,26.9705
1012.5,25.1,69.7,42.12,6.572,27.1004
1012.4,25.4,70.8,37.8,6.617,27.2421
1012.3,25.3,70.9,39.24,6.644,27.233
1012.2,25.3,70.1,40.32,6.677,27.2751
1012,25.4,70.7,41.04,6.719,27.4726
1011.8,25.3,72,41.04,6.726,27.6035
1011.7,25.5,71.1,42.12,6.795,27.7978
1011.7,25.4,69.8,44.64,6.84,27.8331
1011.5,25.4,70.3,42.48,6.877,27.8831
1011.4,25.5,69.6,40.68,6.864,27.9051
1011.3,25.5,71.9,41.76,6.915,27.8617
1011.3,25.4,71,45,6.912,27.8613
1011.2,25.3,71.5,47.88,6.951,27.884
1011.1,25.4,70.6,43.56,6.98,27.8786
1011.1,25.3,68.9,44.28,7.001,27.9066
1011.1,25.3,71.1,42.84,7.087,27.9298
1011,25.2,71.7,42.12,7.094,27.9519
1011.1,25.3,70.8,42.12,7.106,27.9628
1011.1,25.3,71.1,41.4,7.138,27.965
1011.2,25.4,70.6,40.68,7.146,27.9702
1011.2,25.4,71.5,39.24,7.219,27.9739
1011.3,25.2,71.2,39.96,7.228,27.9849
1011.4,25.3,69.9,41.76,7.241,27.9894
1011.5,25.3,69.6,38.16,7.292,28.025
1011.6,25.3,69.2,39.96,7.311,28.034
1011.7,25.3,69.8,39.6,7.327,28.0563
1011.8,25.3,70.2,40.68,7.363,28.0755
1011.9,25.2,70.4,37.8,7.359,28.1162
1012,25.3,70.5,36,7.353,28.1566
1012.1,25.3,72.5,36.36,7.407,28.1894
1012.2,25.1,70.7,40.32,7.396,28.2144
1012.4,25.2,73.3,38.88,7.432,28.2372
1012.5,25.1,71.5,37.8,7.442,28.2486
1012.6,25.2,72.9,38.16,7.437,28.2587
1012.7,25.1,72.1,41.4,7.414,28.2619
1012.8,25.1,71.5,36.36,7.431,28.2615
1012.9,25.1,70.2,36.36,7.447,28.2664
1013,25.1,71.9,36.36,7.42,28.2638
1013.1,25.1,69.9,41.04,7.436,28.2649
1013.3,25.1,70.7,39.24,7.42,28.2674
1013.5,25.2,71.1,39.24,7.389,28.2812
1013.7,25.1,71.1,39.96,7.351,28.2763
1013.7,25,72.1,37.44,7.355,28.2789
1013.7,25.1,72.9,37.08,7.337,28.2826
1013.7,25,71.9,37.8,7.296,28.2913
1013.6,25,70.4,38.16,7.29,28.301
