"Air.Pressure..Hecta.pascals." "Air.temp..deg.celcius." "Humidity...." "maximum.Wind.speed..km.h." "water.pressure..decibar." "water.temp..deg.celcius."
"3926" 1015.2 25.7 77.3 37.44 5.138 27.8492
"3927" 1008.4 27.8 79.4 35.28 6.613 29.3699
"3928" 1002.8 28.9 78.4 6.84 7.185 28.622
"3929" 1009.7 27.8 78 39.6 6.366 29.5122
"3930" 1007.7 27.7 81.9 5.04 6.197 29.2143
"3931" 1007.1 26.1 89.4 13.32 4.779 29.0878
"3932" 1010.7 25.1 72.4 32.76 6.792 27.7458
"3933" 1010.6 25.2 77.2 41.04 6.492 27.624
"3934" 1003.2 27.9 78.1 30.6 6.167 29.1507
"3935" 1006.2 28.5 74.2 27 5.551 29.4937
"3936" 1008.1 27 76.2 42.48 5.303 29.2461
"3937" 1010.3 26.4 74.2 27.72 5.144 29.696
"3938" 1010.1 26.1 70 41.4 6.598 28.224
"3939" 1007 28.3 75.7 33.12 6.102 28.7566
"3940" 1011.4 25 78.3 54.36 6.547 27.6717
"3941" 1009.4 26.3 76.5 36.72 6.878 29.2247
"3942" 1009.1 27.1 81.6 47.52 5.597 29.0676
"3943" 1013.1 25.5 75.9 43.2 6.152 27.691
"3944" 1010.4 26 81.3 48.6 5.893 27.7852
"3945" 1008.3 26.1 85.7 38.16 6.784 29.0964
"3946" 1004.6 27.6 84 10.08 5.61 28.7477
"3947" 1009.7 28.4 78.9 26.64 5.538 28.9972
"3948" 1013.9 25.2 78.8 28.8 6.346 27.9595
"3949" 1013.3 26.1 77.3 44.28 5.774 27.6649
"3950" 1009.7 26.7 79.1 50.4 5.547 29.1337
"3951" 1006.3 28.4 71 38.16 6.614 28.9238
"3952" 1007.3 28.6 78.6 33.48 5.323 29.3849
"3953" 1013.2 25.4 76.2 38.16 6.014 27.9803
"3954" 1011.4 25.6 79.8 40.68 5.717 28.1077
"3955" 1007.9 28.8 77.2 39.96 5.342 29.4291
"3956" 1008.3 27.5 69.2 41.04 6.39 29.2781
"3957" 1009.1 28.1 79.2 7.56 5.617 29.6966
"3958" 1012 24.9 77.9 38.52 6.302 27.9563
"3959" 1009.8 25.5 77.6 40.32 6.731 27.3938
"3960" 1008.7 28.8 79.5 48.6 6.813 29.4519
"3961" 1011.5 25.9 71.5 36.72 5.643 28.5529
"3962" 1007.6 28.4 72.6 37.8 5.884 29.1805
"3963" 1011.2 27.1 64.8 42.84 6.023 29.4452
"3964" 1010.3 25.4 78.6 46.44 6.488 28.2357
"3965" 1010.2 28.2 75.3 12.24 5.222 28.5894
"3966" 1011.8 25.9 74.3 33.84 6.388 27.4188
"3967" 1013 25 67.3 36.72 6.926 28.1592
"3968" 1013.1 27.3 82.3 31.32 5.455 29.0141
"3969" 1010.8 24.6 76.7 35.28 5.349 28.2927
"3970" 1011.4 26.9 73.8 25.2 6.201 29.1467
"3971" 1009.5 28.3 79.4 32.04 7.106 29.3431
"3972" 1012.4 25.5 77.3 40.68 6.22 27.944
"3973" 1013.3 27.4 68.7 37.44 6.15 29.4988
"3974" 1006.8 27.1 84.8 32.76 6.978 29.5721
"3975" 1012.7 24.1 72.2 27.36 5.739 28.2458
"3976" 1008.6 27.1 81.7 43.2 5.814 28.8929
"3977" 1010.8 26.7 77.3 44.64 5.376 29.1983
"3978" 1011 28.4 78.8 24.12 4.79 29.0792
"3979" 1007.9 27.5 80 31.32 6.223 29.101
"3980" 1014.3 25 78 28.44 5.265 28.1145
"3981" 1010.7 27.8 78 21.6 5.545 28.938
"3982" 1008 27.2 77.4 25.2 5.985 29.1695
"3983" 1012.5 24.8 77.7 54.36 5.655 28.5227
"3984" 1012.6 25.6 74 42.84 6.125 28.5652
"3985" 1012.7 24.2 70.9 25.2 5.781 28.2514
"3986" 1002.7 29 71.2 10.8 7.093 28.6618
"3987" 1006.4 28.7 76.4 28.8 5.257 29.3477
"3988" 1007.9 28.2 78.8 41.4 7.415 29.8365
"3989" 1012.4 25.2 81.4 37.8 6.214 27.6067
"3990" 1008.7 27.4 75 40.68 5.289 29.3749
"3991" 1009.2 25.5 73 39.6 6.381 27.9386
"3992" 1005.7 28 78.7 26.28 6.135 28.8518
"3993" 1010.2 25.8 85.8 43.2 6.393 29.1095
"3994" 1007 28.7 78.5 35.28 5.299 29.1689
"3995" 1012.1 24.9 76.7 34.56 5.957 28.507
"3996" 1009.8 25.6 80.5 47.52 6.478 27.4954
"3997" 1011 27 78.9 34.2 5.768 29.3521
"3998" 1010.6 26.3 82.7 42.12 5.779 28.9341
"3999" 1013.7 24.9 80.6 32.76 5.392 27.8826
"4000" 1010.8 26.4 75.1 25.56 5.087 29.5836
"4001" 1009.2 25.7 88 36.36 5.733 29.1315
"4002" 1011.7 26 72 36.72 6.542 28.3328
"4003" 1012.8 25.1 74.7 33.48 6.948 27.8558
"4004" 1012.7 25.6 77 41.4 6.543 27.3478
"4005" 1009.1 26.2 81.9 46.44 5.893 29.0642
"4006" 1012.3 25 80.5 37.44 5.242 27.9423
"4007" 1012.9 25.3 74.4 36.36 7.155 27.8692
"4008" 1008.9 27.4 72.4 48.6 5.603 28.9893
"4009" 1002.4 27.9 80.6 58.68 6.345 29.2615
"4010" 1014.4 24.3 83.7 39.6 6.341 27.5665
"4011" 1012.5 24.9 78.1 34.92 5.803 27.9344
"4012" 1012 26.9 70.5 38.88 5.073 29.8593
"4013" 1011.8 25.5 78.2 42.48 6.71 27.3056
"4014" 1014.5 24.8 78.6 33.84 6.416 28.117
"4015" 1005.8 26.1 82.5 36.36 5.931 29.242
"4016" 1011.3 27.4 73.6 45 6.249 29.1887
"4017" 1002.9 26.4 80.6 32.76 5.577 29.4685
"4018" 1004.8 28.7 76.3 23.04 6.61 28.8723
"4019" 1011.3 27.5 79.3 39.96 6.717 28.9011
"4020" 1009.6 26 81.5 45 6.366 28.9218
"4021" 1010.1 26.2 80.6 45.72 5.863 27.6776
"4022" 1010.2 26.2 82.4 46.44 7.027 28.7974
"4023" 1008.5 26 75.9 37.8 6.008 29.2097
"4024" 1007.6 25.3 84.3 36.36 5.892 29.2763
"4025" 1008.4 26.3 77.7 35.64 6.851 29.0327
"4026" 1013.4 24.6 81.9 45.36 6.8 27.744
"4027" 1009.5 27.4 74.6 34.2 6.444 29.0692
"4028" 1008.9 28.3 78.2 31.68 7.002 29.2495
"4029" 1012.2 27 82.5 28.44 6.686 29.0571
"4030" 1008.6 29 68.8 26.28 5.234 28.9248
"4031" 1009.1 25.4 81.2 43.2 6.207 27.9879
"4032" 1013.6 25.3 76.7 44.28 6.181 27.6772
"4033" 1008.4 28.5 80.8 35.28 6.169 29.2596
"4034" 1011 26.6 84.5 29.88 5.906 29.0128
"4035" 1013.1 24 68.8 34.2 4.691 28.511
"4036" 1014.5 25 65.9 38.52 5.44 28.4597
"4037" 1006 28.3 78.2 16.56 6.108 29.4968
"4038" 1012.3 25.3 78 47.52 6.193 27.6922
"4039" 1004.9 27 82.8 28.8 6.324 29.5313
"4040" 1008 26.1 84.8 36.36 6.772 29.1104
"4041" 1013.4 24.4 84.9 22.32 5.141 28.373
"4042" 1009.9 26.4 76.6 42.48 6.673 28.6652
"4043" 1008.7 28.8 76.1 29.88 5.136 29.3217
"4044" 1015.3 25.5 69.9 46.08 4.843 28.3651
"4045" 1005.4 26.9 83.5 26.28 5.839 29.4177
"4046" 1007 27.7 77 8.64 5.26 28.7686
"4047" 1011.6 27.5 70.3 43.92 5.002 29.83
"4048" 1011.3 26.9 70.9 36.36 5.805 29.4266
"4049" 1010.2 27.4 77.5 42.12 6.384 28.97
"4050" 1012.3 24.4 78.3 30.24 6.059 27.7614
"4051" 1010.1 28.2 73.2 12.24 5.3 28.5899
"4052" 1008.4 28.2 75.7 22.32 4.635 28.9977
"4053" 1009.9 26.8 81.9 48.6 6.356 29.6173
"4054" 1011.6 23.7 86.4 58.32 5.654 28.5204
"4055" 1011.9 25.4 74.1 33.48 5.516 28.0034
"4056" 1011.2 27.1 74.3 34.56 6.464 29.4778
"4057" 1012.5 27.3 70.6 36.36 5.17 29.692
"4058" 1013.5 24.3 76.3 38.52 6.638 27.5778
"4059" 1013.9 25 85.5 54 7.268 29.0914
"4060" 1011 27.3 76.5 37.8 5.987 28.979
"4061" 1012.5 27.3 76.8 48.96 5.256 29.2429
"4062" 1008.9 25.6 86.5 45.36 6.857 28.9588
"4063" 1013.4 25.2 76.1 35.28 5.707 28.2062
"4064" 1009.9 27.4 78.4 31.32 5.679 29.2505
"4065" 1007.2 27.8 75.2 7.56 6.48 28.5764
"4066" 1013.3 26.9 79.7 29.52 5.222 29.2913
"4067" 1003.2 28.5 77.2 28.44 5.616 29.5214
"4068" 1008.1 28.7 66.6 9.36 6.202 28.5605
"4069" 1004.5 29.1 76 22.32 6.724 28.9784
"4070" 1012.1 25.3 75.7 37.08 5.837 28.3979
"4071" 1012.2 25 76.6 38.88 5.263 28.1136
"4072" 1011 25.2 74.3 36.36 5.981 28.2167
"4073" 1010.8 25.1 72.2 33.48 5.517 28.2326
"4074" 1010.6 25.4 75.5 33.48 6.736 27.6579
"4075" 1006.4 28.8 78.2 29.88 5.133 29.3398
"4076" 1010.9 25.3 81.7 40.32 5.27 27.8955
"4077" 1012.7 25.7 73 42.84 6.296 28.502
"4078" 1009.2 26.1 85.1 46.44 5.981 28.8582
"4079" 1007.5 27.7 77.4 32.04 6.485 29.1174
"4080" 1013.7 25 72.1 37.44 7.355 28.2789
"4081" 1009.9 26.4 77.4 53.64 6.299 28.9315
"4082" 1011.9 26.8 72.8 25.92 6.212 29.1426
"4083" 1012.9 27.5 77.2 33.12 4.97 29.3667
"4084" 1011.1 25 76.2 29.52 6.809 27.6739
"4085" 1008.6 28.6 80.3 37.8 6.019 29.2531
"4086" 1015.1 25.5 69.1 46.8 5.014 28.3623
"4087" 1010.2 26.4 78.8 42.84 6.193 28.9403
"4088" 1009.4 26.8 81 42.84 5.875 28.9825
"4089" 1009.7 27.2 79.4 28.8 6.055 29.0785
"4090" 1009.8 28.3 76.9 21.6 5.474 29.249
"4091" 1012.9 25.9 77.2 45.36 5.779 27.6566
"4092" 1007.7 27.6 71.8 37.44 6.34 29.0374
"4093" 1013.6 25.3 77.2 47.16 6.503 27.339
"4094" 1005.3 28.5 75.2 14.04 5.715 28.928
"4095" 1010.3 27.2 70.4 43.2 5.558 29.4563
"4096" 1007.2 25.5 86.6 27 6.426 29.8234
"4097" 1007.3 26 84.6 37.8 7.251 29.1143
"4098" 1009.1 28 77.7 37.8 6.58 29.3658
"4099" 1005.8 28.7 74.8 23.04 5.638 28.9448
"4100" 1010.7 27.4 79.2 44.28 5.514 29.0248
"4101" 1011.4 27.5 79.4 38.16 5.043 29.1814
"4102" 1012.2 24.8 83 34.92 5.996 27.6378
"4103" 1007.1 28.6 74.7 41.76 5.55 29.4833
"4104" 1011.1 26.6 74.7 24.84 5.099 29.5282
"4105" 1006.4 27.5 80.4 24.48 6.761 29.2157
"4106" 1007.1 28.9 67.3 13.68 6.987 28.4938
"4107" 1014 24.4 77.9 46.8 5.323 28.1473
"4108" 1010.7 27.7 77.7 28.08 6.473 29.0518
"4109" 1012.3 24.8 83.5 46.08 6.336 28.5392
"4110" 1007.2 28.6 78.1 37.08 6.386 29.1565
"4111" 1008.6 26 82 26.64 6.982 29.2351
"4112" 1008.2 26.4 80 51.12 6.471 28.7843
"4113" 1012 25.7 72.1 40.32 6.344 28.2082
"4114" 1009.6 27.6 75.2 34.92 6.04 29.3479
"4115" 1013.3 25.8 74 40.68 5.752 27.9811
"4116" 1009 25.9 82.8 39.6 5.96 29.0817
"4117" 1010.6 27.3 77.7 47.88 5.675 28.9265
"4118" 1010.3 27.9 83.6 21.6 7.45 28.9836
"4119" 1012.8 26.2 81.6 38.52 5.508 27.9508
"4120" 1011.6 26.5 83.4 45.36 5.409 29.0517
"4121" 1009.1 27.6 68.7 41.4 6.66 29.2197
"4122" 1013.7 25.3 77.5 47.16 5.506 27.7406
"4123" 1012.6 26.3 84.3 32.4 6.661 28.9504
"4124" 1015 24.6 77.1 47.52 5.363 28.0146
"4125" 1010.1 28.3 76.1 27.36 7.292 29.2393
"4126" 1013.4 27.4 71.8 34.92 6.651 29.3033
"4127" 1009 25.9 83.7 43.92 5.962 29.0865
"4128" 1010.8 27.4 70.1 38.88 7.081 29.27
"4129" 1013.5 25.4 76.3 34.92 7.098 28.1576
"4130" 1010.6 25.8 78 42.84 5.933 27.6223
"4131" 1006.2 26.9 84.2 28.8 5.642 29.4244
"4132" 1009.1 25.7 84.9 50.04 6.115 28.959
"4133" 1002.5 27.8 78.4 18.72 5.596 29.4365
"4134" 1006.9 28.2 80.6 7.92 6.474 29.2991
"4135" 1008.9 27.8 78.6 35.28 7.192 29.2169
"4136" 1011.2 27.7 83.5 38.52 5.449 28.8242
"4137" 1008.8 28.8 72.6 30.24 5.378 29.701
"4138" 1004.9 27 86.3 28.08 6.71 29.462
"4139" 1009.7 26.8 81.6 38.88 6.421 28.9212
"4140" 1008.4 26.3 77.6 48.24 6.485 28.6913
"4141" 1011.8 25.5 84.4 41.04 6.928 27.7471
"4142" 1008.3 27.6 73.7 37.08 6.368 29.0334
"4143" 1010.1 27.7 78.1 32.4 6.041 29.0306
"4144" 1008.3 28.7 70.5 28.08 5.496 29.0952
"4145" 1011.1 26.1 87.5 41.04 6.702 28.7466
"4146" 1006 28.8 73.7 34.92 5.71 29.1537
"4147" 1011.5 25.5 75.2 39.96 5.477 28.6728
"4148" 1008.3 28.5 69.3 42.12 6.192 29.3773
"4149" 1012.6 25.2 77.1 39.6 7.245 28.2209
"4150" 1010.8 25.1 74.5 33.84 5.432 28.2127
"4151" 1007.7 28.5 80.7 28.44 6.8 29.3135
"4152" 1013.6 24.7 77.8 32.04 6.519 28.0599
"4153" 1013 27.3 68.2 41.76 6.115 29.4978
"4154" 1009.4 26.1 76.6 33.48 6.663 29.2635
"4155" 1013.5 25.1 70.3 33.12 5.545 28.396
"4156" 1010.7 26.8 80.5 33.12 6.724 29.0313
"4157" 1007.1 28.9 75.1 39.96 5.28 29.4715
"4158" 1009.7 28.6 74.5 41.4 5.584 28.9875
"4159" 1012 25.5 75.1 38.52 5.689 28.6363
"4160" 1008.1 27.8 78.7 38.16 5.577 29.15
"4161" 1012.8 27.4 74.1 41.4 5.252 29.4223
"4162" 1005.8 26.5 81 9.72 5.373 29.6832
"4163" 1010.3 26.3 83 45.36 7.085 28.792
"4164" 1010.3 28.6 77.4 29.88 6.407 28.8276
"4165" 1012.5 24.9 76.1 42.12 6.458 27.3679
"4166" 1010.7 26.9 77.4 46.44 6.85 28.7064
"4167" 1011.1 26.4 78.4 37.44 7.068 29.0562
"4168" 1007.5 27.8 78.5 22.68 7.161 29.3004
"4169" 1007.3 27.8 84.6 4.68 6.168 29.1113
"4170" 1007.7 26 82.4 44.28 6.427 29.1288
"4171" 1008.3 28 80.1 40.68 5.879 29.4711
"4172" 1005.5 28.5 75.8 27 7.165 29.4254
"4173" 1010.2 27.2 78.2 37.08 6.907 28.8521
"4174" 1002.9 28 74.7 42.84 5.686 29.3836
"4175" 1008.7 27.7 70 41.4 6.724 29.2551
"4176" 1003 28.5 78.5 36.36 5.626 29.3677
"4177" 1002.2 27.6 77.4 17.28 5.594 29.3295
"4178" 1009.6 25.5 88.1 45.72 6.225 29.139
"4179" 1012.4 25.5 75.4 34.56 6.01 28.4295
"4180" 1009.1 27.3 71.2 47.88 5.627 28.9951
"4181" 1012.5 25.7 73.4 37.44 6.016 28.4263
"4182" 1010 27.7 78.8 30.6 6.012 29.1275
"4183" 1008.2 28.6 73.6 36 5.678 29.228
"4184" 1007.7 27 81.9 25.2 6.299 29.7227
"4185" 1009.6 26.8 79.3 26.28 5.527 29.1704
"4186" 1010.2 26.8 81.2 28.8 5.417 29.1528
"4187" 1012.5 25.3 77.6 53.28 6.031 27.6533
"4188" 1007.9 27.8 70.9 41.4 6.254 29.2939
"4189" 1007.7 28.1 78 40.32 6.436 29.5392
"4190" 1006.9 28 79 21.6 6.406 28.8628
"4191" 1007.7 27.4 72.2 40.68 6.169 29.008
"4192" 1011.2 25.5 71.9 51.48 5.145 28.7144
"4193" 1014.4 25.6 74.6 37.08 7.033 28.2006
"4194" 1008.4 27.3 71.2 47.88 5.575 28.9855
"4195" 1008.7 28.1 75.6 37.8 5.819 29.0293
"4196" 1015.2 25.4 70.4 45 4.937 28.3607
"4197" 1011.1 26.5 74.6 34.2 6.064 29.4315
"4198" 1007.5 27.7 81.1 3.24 5.095 29.0811
"4199" 1010.9 26.8 80.9 31.68 6.798 29.0453
"4200" 1004.7 28.3 74.7 13.32 5.572 28.9703
"4201" 1005.3 28.1 77.4 34.2 6.298 29.2153
"4202" 1014.3 24.6 83 27.72 6.289 27.9124
"4203" 1014.4 25.7 76 44.28 5.927 27.7891
"4204" 1011.9 25.3 82.1 38.88 5.787 28.1585
"4205" 1009.8 26 67.3 45.72 6.544 28.0639
"4206" 1012.4 25.3 82.8 40.32 5.892 28.1143
"4207" 1012 25 78.2 39.24 5.247 27.9265
"4208" 1008.1 27.3 81.3 18.72 6.073 29.1449
"4209" 1014.3 25.1 82.8 32.04 6.531 28.2741
"4210" 1013.4 25.1 69.1 37.08 5.227 28.4117
"4211" 1005.3 26 80.8 27.36 5.378 28.9874
"4212" 1007.2 25.8 86 18.72 5.373 28.7928
"4213" 1010 26.5 81 48.96 5.648 29.1304
"4214" 1014.7 24.4 82.1 25.92 6.599 28.0653
"4215" 1010.3 26 82.1 56.88 6.204 28.9387
"4216" 1007.4 26 84.5 32.76 6.74 28.9993
"4217" 1006.5 23.9 89.4 12.24 5.483 28.8119
"4218" 1014.8 25.1 67.9 40.32 5.133 28.4624
"4219" 1010.9 25.9 76.5 28.8 6.104 29.332
"4220" 1011.3 26.5 78.5 40.68 7.101 29.0869
"4221" 1014 25.1 81.7 32.76 6.085 28.3055
"4222" 1006.2 28.6 76.4 32.4 4.875 29.1933
"4223" 1012.3 24.5 85.7 34.92 5.638 28.2062
"4224" 1005 28.3 75.8 30.6 6.593 28.9396
"4225" 1013.8 25.3 77 34.92 6.953 27.9243
"4226" 1010.3 25.3 76.5 34.92 6.79 28.3284
"4227" 1008.2 27.4 78.3 7.56 6.287 28.6382
"4228" 1011 26.4 82.7 46.44 5.787 28.9497
"4229" 1012.5 25.1 71.5 37.8 7.442 28.2486
"4230" 1006.7 28 72.8 40.32 5.868 29.1291
"4231" 1008.8 27 75.6 30.24 5.928 29.1552
"4232" 1008.7 28.7 71.6 33.12 5.206 29.0095
"4233" 1008.1 26.5 83.3 15.84 5.51 29.7592
"4234" 1010 28.8 75 42.12 5.062 28.9661
"4235" 1008.1 29 79.1 35.64 5.61 29.2302
"4236" 1003.1 28.8 78.8 40.68 5.949 29.3956
"4237" 1011.6 27.3 79.4 37.08 6.622 28.9256
"4238" 1012.3 27.5 79.9 47.52 5.472 29.0265
"4239" 1014.1 25 64.8 38.88 5.564 28.4489
"4240" 1008.7 27.7 73.3 40.68 6.266 28.9752
"4241" 1008 27.1 79.3 25.2 5.984 29.1762
"4242" 1010.2 26 72.6 40.32 7.261 28.1914
"4243" 1011.1 26.5 77.2 43.56 5.633 29.1721
"4244" 1013.7 24.8 66.4 35.28 6.945 28.2413
"4245" 1012.7 25.6 85.9 37.8 6.821 27.7059
"4246" 1004.5 26.9 73.3 17.64 7.37 28.5843
"4247" 1006.8 29.3 73.6 17.28 6.157 28.7869
"4248" 1010 25.2 78.2 45.36 6.402 27.6154
"4249" 1009.4 27.6 74.4 40.32 5.27 29.3525
"4250" 1013.2 27.1 81.7 27.36 5.503 28.9978
"4251" 1007.6 27.9 77.4 6.12 5.09 28.7666
"4252" 1014.8 24.1 78 43.92 5.282 28.1222
"4253" 1008.9 26.5 70.9 41.76 7.059 28.4178
"4254" 1011.8 24.5 82.1 32.4 6.383 27.3223
"4255" 1008.7 27.5 80.5 27.36 5.826 29.7411
"4256" 1008.3 28 71.8 37.44 5.991 29.3
"4257" 1009.6 26.4 78.2 42.84 5.467 28.9997
"4258" 1008 27.7 79.5 15.84 6.666 29.1551
"4259" 1007.2 28.8 66.6 12.96 7.035 28.4904
"4260" 1005.4 28.6 73.8 29.52 5.265 29.1967
"4261" 1007.8 28.5 80 28.44 6.604 29.2879
"4262" 1004.4 28.1 83.6 37.44 6.515 29.2841
"4263" 1011.6 25.5 76.2 46.8 6.38 27.6415
"4264" 1011.4 27.5 76.7 48.6 5.594 28.8929
"4265" 1007.1 27.7 77 43.56 6.688 28.9698
"4266" 1004.9 28.5 78.5 29.88 6.347 29.1922
"4267" 1009.1 27.7 82.3 19.8 6.829 28.9134
"4268" 1010.8 26.9 80 47.88 5.855 29.3479
"4269" 1009.2 27.7 74.2 38.16 6.154 29.0792
"4270" 1008.8 25.5 88.7 34.56 5.863 29.1222
"4271" 1004.2 28.5 79.1 29.16 6.009 29.3316
"4272" 1009.7 27.8 79.9 39.6 6.075 29.0017
"4273" 1010.5 25.9 72.9 39.96 7.157 28.1707
"4274" 1008.4 26.9 73.8 45 6.147 28.3192
"4275" 1012.9 27.5 75.4 34.56 6.72 28.7962
"4276" 1011.9 25 80.5 39.6 6.495 27.6265
"4277" 1007.9 28.6 76.2 45.72 4.839 29.1642
"4278" 1013.8 25.7 80.5 43.56 5.525 28.0753
"4279" 1013.7 25.1 79.6 39.6 6.448 27.6209
"4280" 1008.5 27.1 74.9 42.12 5.089 29.1326
"4281" 1004.4 28.6 75.7 24.48 5.891 28.9099
"4282" 1009.5 28.4 72.4 37.08 5.508 29.2114
"4283" 1010.1 27.4 77.4 35.64 6.291 29.0479
"4284" 1014 25.1 85.4 48.6 7.218 29.0917
"4285" 1004.2 28.1 77.6 34.56 5.705 29.2797
"4286" 1006.1 28.7 74.1 24.48 5.553 28.951
"4287" 1009.8 26.9 78.7 38.52 5.85 29.0591
"4288" 1007.5 26.8 75.7 50.04 5.248 29.2632
"4289" 1007.9 26.5 84.9 16.56 5.51 29.7603
"4290" 1010.6 27 73.6 41.04 6.948 29.3543
"4291" 1010.1 26.2 86.6 30.24 5.482 29.1366
"4292" 1007.2 28.2 74.1 43.56 5.885 29.1783
"4293" 1009 27.9 77.1 41.4 5.69 29.034
"4294" 1009.7 28.9 78 27 7.473 28.8105
"4295" 1014.8 25.6 70.3 45.72 5.187 28.364
"4296" 1003.1 25.7 78.4 19.44 6.03 29.2023
"4297" 1008.9 26.7 80.7 43.2 6.144 28.8013
"4298" 1011 26.7 76.8 38.88 6.668 28.7823
"4299" 1010.7 27.2 70.9 39.96 5.532 29.6857
"4300" 1013.4 27.5 70.9 39.6 6.659 29.3105
"4301" 1009.1 27.8 76.4 44.64 5.652 29.0556
"4302" 1003 28.8 76.6 48.24 6.247 29.2457
"4303" 1010.4 27.7 72.4 33.12 6.473 29.0492
"4304" 1010.5 27.8 82.9 19.8 7.487 28.9724
"4305" 1012.6 24.2 88.8 28.44 5.424 28.2079
"4306" 1010.7 24.4 85.6 23.4 4.688 28.9601
"4307" 1012.4 27 74.9 39.24 6.484 29.372
"4308" 1012.6 27.2 69.1 38.52 4.95 29.8033
"4309" 1010.4 26.7 78.5 43.2 6.318 28.8349
"4310" 1004.6 28.5 79.7 18 5.672 28.8932
"4311" 1008.8 27.8 82.9 10.8 5.6 29.6252
"4312" 1010.3 25.9 86.1 48.96 7.028 28.8037
"4313" 1012.2 24.9 77.2 35.64 6.515 27.3668
"4314" 1008.8 26.1 80.2 45 6.386 28.8048
"4315" 1012.3 25.1 79.5 36.36 6.205 27.6027
"4316" 1010 26.1 82.3 41.4 6.084 27.9145
"4317" 1007 28.6 74 42.12 5.544 29.4911
"4318" 1009.4 24.2 86.1 28.08 4.893 28.8717
"4319" 1008.1 27.3 80.9 46.44 5.923 28.8717
"4320" 1012.3 27.1 71.6 28.44 6.248 29.1304
"4321" 1009 26.1 78.9 36.72 5.456 29.2639
"4322" 1007.5 25.6 82.9 32.4 6.408 29.354
"4323" 1000.8 27 86 46.44 6.661 29.3203
"4324" 1007.3 27.8 79.7 22.68 6.888 29.3375
"4325" 1008 28.1 80.7 4.68 6.424 29.3477
"4326" 1010.4 26.2 83.3 53.28 5.786 28.9969
"4327" 1003.9 28.5 77.6 32.4 6.095 29.3397
"4328" 1008.6 28 76.9 39.6 5.899 28.9397
"4329" 1009.6 27.3 70.9 34.92 6.563 29.2887
"4330" 1009.4 27.4 74.9 42.12 5.688 28.9732
"4331" 1009.9 28.1 77.3 27.36 6.732 29.1301
"4332" 1002.4 27.5 81.9 20.88 5.381 29.4781
"4333" 1009.2 28.4 78.4 32.04 6.638 29.2476
"4334" 1011 27.1 70.6 39.96 6.21 29.3816
"4335" 1002 27.3 83.3 60.84 6.552 29.2646
"4336" 1011.3 26.3 85.1 55.08 6.477 28.796
"4337" 1010.7 27.2 80 36.72 5.235 29.1504
"4338" 1007.7 28 70.4 42.48 6.277 29.0068
"4339" 1008.1 27.4 81.9 47.16 5.951 28.8845
"4340" 1008.3 27.2 82 53.28 6.041 28.9072
"4341" 1013.2 27.1 73.7 36.72 6.432 29.0799
"4342" 1009.6 27.1 80 42.84 5.849 28.9656
"4343" 1010.8 25.8 70.1 38.52 5.883 28.399
"4344" 1015.5 25.6 75.3 40.32 5.066 27.8845
"4345" 1011.1 27.4 71.6 37.08 7.103 29.2832
"4346" 1011.7 25.2 86.1 35.28 6.265 27.5684
"4347" 1007.5 28.5 70.4 42.12 6.077 29.3509
"4348" 1009.7 26.3 83.2 43.56 5.825 29.0309
"4349" 1008.2 28.6 82.2 34.2 6.207 29.2608
"4350" 1011.7 26.6 83.3 37.08 6.105 28.8961
"4351" 1012.4 27.3 76 45.36 5.241 29.246
"4352" 1004.6 27.3 77.9 12.96 5.618 29.5398
"4353" 1013.8 26.6 78.3 30.96 5.831 29.1919
"4354" 1011.2 28.3 80 23.04 6.761 28.8246
"4355" 1006.6 28.1 81.5 24.12 7.024 28.7105
"4356" 1012.3 25.7 73.8 36.36 6.737 28.0038
"4357" 1012.6 24.9 76.7 40.68 6.474 27.3307
"4358" 1009.2 27.8 76.2 46.08 5.582 29.0626
"4359" 1005.7 28.6 76.6 18.36 7.494 28.7626
"4360" 1012.2 27.2 70.8 43.2 6.502 29.4096
"4361" 1008.9 26.8 77.2 36.72 6.615 29.0107
"4362" 1013.9 24.6 82.3 39.6 5.554 27.9
"4363" 1013.1 27.5 75 34.56 6.655 28.821
"4364" 1002.8 28.9 78.1 34.92 5.686 29.4164
"4365" 1008.5 26.8 79.1 45.72 6.685 28.6579
"4366" 1012.1 24.8 81.7 36 6.009 27.6196
"4367" 1012.6 25.2 75.2 38.16 6.353 28.3979
"4368" 1008.1 29.3 77.6 27.36 6.284 28.8007
"4369" 1013.1 25.6 70.6 43.56 6.351 27.5851
"4370" 1014.1 25 72.9 36.36 5.619 28.1014
"4371" 1012.3 25.6 71.2 41.04 6.814 27.9882
"4372" 1005.4 28.7 75.9 32.76 5.005 29.2715
"4373" 1010.5 26.8 78.4 28.08 5.389 29.1721
"4374" 1002.1 28.9 76.6 38.52 5.581 29.4373
"4375" 1002.8 28.1 82.2 38.52 6.489 29.1558
"4376" 1008.7 27.2 82.6 32.4 5.867 29.2307
"4377" 1002.5 27.3 83.4 12.24 5.535 29.3717
"4378" 1015.6 25.1 79 24.12 5.382 28.0406
"4379" 1004.9 28.8 75.4 21.24 6.053 28.8738
"4380" 1008.7 26.2 82.3 19.44 5.703 29.7466
"4381" 1007.7 27.7 82.7 9.72 7.072 28.6627
"4382" 1012.4 25 77.2 26.28 5.279 28.1285
"4383" 1015.9 24.6 81.1 41.4 6.225 27.4845
"4384" 1009.7 27.3 70.3 40.32 5.779 29.5089
"4385" 1011.8 26.3 81.5 40.68 5.613 27.9901
